tmdb_id,original_language,original_title,description,genres,year,keywords,director,actors,popularity,popularity_bins,vote_average,vote_average_bins
272,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.","Action,Crime,Drama",2005,"himalaya,martial arts,dc comics,crime fighter,secret identity,undercover,hero,loss of father,society,gotham city,vigilante,superhero,based on comic,rivalry,tragic hero,ninja,good vs evil,crime,super powers,haunted by the past,evil doctor,escapade,master villain,fighting crime,unfulfillment,love and romance,unfulfilled love",Christopher Nolan,"Christian Bale,Michael Caine,Liam Neeson",28.5,Very High,7.5,Very High
417830,en,Diary of a Wimpy Kid: The Long Haul,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,"Comedy,Family",2017,,David Bowers,"Jason Ian Drucker,Owen Asztalos,Charlie Wright",28.2,Very High,6.1,Average
463906,en,The Saint,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past.","Action,Adventure,Crime",2017,the saint,Ernie Barbarash,"Adam Rayner,Eliza Dushku,Ian Ogilvy",28.2,Very High,5.8,Average
207703,en,Kingsman: The Secret Service,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,"Crime,Comedy,Action,Adventure",2015,"spy,great britain,secret organization,secret agent,marvel comic,based on comic,united kingdom,duringcreditsstinger",Matthew Vaughn,"Colin Firth,Samuel L. Jackson,Mark Strong",28.2,Very High,7.6,Very High
1865,en,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.","Adventure,Action,Fantasy",2011,"sea,captain,mutiny,sword,prime minister,sailing,silver,ship,duke,mermaid,pirate,soldier,battle,swashbuckler,aftercreditsstinger,3d",Rob Marshall,"Johnny Depp,Penélope Cruz,Ian McShane",27.9,Very High,6.4,High
262500,en,Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,"Adventure,Science Fiction,Thriller",2015,"based on novel,revolution,dystopia,sequel,dystopic future,young adult,3d,divergent",Robert Schwentke,"Shailene Woodley,Theo James,Kate Winslet",27.9,Very High,6.2,Average
238636,en,The Purge: Anarchy,"Three groups of people are trying to survive Purge Night, when their stories intertwine and are left stranded in The Purge trying to survive the chaos and violence that occurs.","Horror,Thriller",2014,"bus,assault rifle,sniper,machete,dystopia,psychopath,sequel,revenge,murder,survival,motorcycle,violence,one day,masked man,apartment,death,survival horror,gatling gun",James DeMonaco,"Frank Grillo,Carmen Ejogo,Zach Gilford",27.8,Very High,6.6,High
559,en,Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.","Fantasy,Action,Adventure",2007,"dual identity,amnesia,sandstorm,love of one's life,forgiveness,spider,wretch,death of a friend,egomania,sand,narcism,hostility,marvel comic,sequel,superhero,revenge",Sam Raimi,"Tobey Maguire,Kirsten Dunst,James Franco",27.6,Very High,5.9,Average
225886,en,Sex Tape,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",Comedy,2014,"marriage,internet,relationship,family,sex tape",Jake Kasdan,"Cameron Diaz,Jason Segel,Rob Corddry",27.5,Very High,5.2,Low
121856,en,Assassin's Creed,"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day.","Action,Adventure,Science Fiction",2016,"assassination,spain,assassin,secret society,brotherhood,chase,parkour,memory,religion,based on video game,corporate conspiracy,genetic memory",Justin Kurzel,"Michael Fassbender,Marion Cotillard,Jeremy Irons",27.5,Very High,5.4,Low
168259,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,Action,2015,"car race,speed,revenge,suspense,car,race,muscle car",James Wan,"Vin Diesel,Paul Walker,Dwayne Johnson",27.3,Very High,7.3,Very High
145135,en,Dark Skies,"From the producers of Paranormal Activity, Insidious, and Sinister comes Dark Skies: a supernatural thriller that follows a young family living in the suburbs. As husband and wife Daniel and Lacey Barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. When it becomes clear that the Barret family is being targeted by an unimaginably terrifying and deadly force, Daniel and Lacey take matters in their own hands to solve the mystery of what is after their family.","Science Fiction,Thriller,Horror",2013,"supernatural,horror,alien,fear",Scott Stewart,"Keri Russell,Josh Hamilton,Dakota Goyo",27.0,Very High,6.1,Average
102899,en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.","Science Fiction,Action,Adventure",2015,"marvel comic,superhero,based on comic,aftercreditsstinger,duringcreditsstinger,marvel cinematic universe,3d",Peyton Reed,"Paul Rudd,Michael Douglas,Evangeline Lilly",26.9,Very High,7.0,High
597,en,Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.","Drama,Romance,Thriller",1997,"shipwreck,iceberg,ship,panic,titanic,ocean liner,epic,rich woman - poor man,love,disaster,tragic love,class differences,imax,star crossed lovers,steerage,salvage,rich snob,3d,1910s",James Cameron,"Kate Winslet,Leonardo DiCaprio,Frances Fisher",26.9,Very High,7.5,Very High
1417,es,El laberinto del fauno,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.","Fantasy,Drama,War",2006,"spain,resistance,servant,anti hero,fairy,fairy tale,franco regime,army,princess,love,woods,king,hiding,labyrinth,mythological",Guillermo del Toro,"Ivana Baquero,Maribel Verdú,Sergi López",26.8,Very High,7.6,Very High
131634,en,The Hunger Games: Mockingjay - Part 2,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.","Action,Adventure,Science Fiction",2015,"revolution,strong woman,dystopia,game of death,3d,based on young adult novel",Francis Lawrence,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth",26.6,Very High,6.6,High
585,en,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.","Animation,Comedy,Family",2001,"monster,infant,energy supply,company,rivalry,hijinks,best friend,scream,conveyor belt,energy company,friend",Pete Docter,"John Goodman,Billy Crystal,Mary Gibbs",26.4,Very High,7.5,Very High
102382,en,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.","Action,Adventure,Fantasy",2014,"obsession,marvel comic,sequel,based on comic,electrocution,medical experiment,electricity,super powers",Marc Webb,"Andrew Garfield,Emma Stone,Jamie Foxx",26.2,Very High,6.5,High
127585,en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,"Action,Adventure,Fantasy,Science Fiction",2014,"1970s,mutant,time travel,marvel comic,based on comic,superhuman,storm,beast,aftercreditsstinger,changing the past or future",Bryan Singer,"Hugh Jackman,James McAvoy,Michael Fassbender",26.1,Very High,7.5,Very High
50620,en,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.","Adventure,Fantasy,Drama,Romance",2012,"vampire,romance,villainess,super strength,imprinting,cross breed,bloodsucker,grudge,vampire vs vampire,chief of police,dhampir,forks washington,wolf pack,misinformation,seeing the future,fang vamp",Bill Condon,"Kristen Stewart,Robert Pattinson,Taylor Lautner",26.1,Very High,6.1,Average
72190,en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.","Action,Drama,Horror,Science Fiction,Thriller",2013,"dystopia,apocalypse,zombie,nuclear weapons,multiple perspectives,zombie apocalypse",Marc Forster,"Brad Pitt,Mireille Enos,Abigail Hargrove",26.1,Very High,6.7,High
269149,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.","Animation,Adventure,Family,Comedy",2016,"fox,prejudice,conspiracy,urban,female protagonist,anthropomorphism,rabbit,rookie cop,missing person,injustice,stereotype,discrimination,3d,animals",Byron Howard,"Ginnifer Goodwin,Jason Bateman,Shakira",26.0,Very High,7.7,Very High
50619,en,The Twilight Saga: Breaking Dawn - Part 1,"The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world. Bella soon discovers she is pregnant, and during a nearly fatal childbirth, Edward finally fulfills her wish to become immortal. But the arrival of their remarkable daughter, Renesmee, sets in motion a perilous chain of events that pits the Cullens and their allies against the Volturi, the fearsome council of vampire leaders, setting the stage for an all-out battle.","Adventure,Fantasy,Romance",2011,"based on novel,vampire,werewolf,duringcreditsstinger,fang vamp",Bill Condon,"Kristen Stewart,Robert Pattinson,Taylor Lautner",26.0,Very High,5.8,Average
300669,en,Don't Breathe,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,"Crime,Horror,Thriller",2016,"kidnapping,thief,teenager,violence,held captive,blind,break in,blind man,trapped in a house",Fede Alvarez,"Jane Levy,Dylan Minnette,Daniel Zovatto",25.9,Very High,6.7,High
141052,en,Justice League,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry, and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.","Action,Adventure,Fantasy,Science Fiction",2017,"dc comics,based on comic,super powers,dc extended universe",Zack Snyder,"Ben Affleck,Henry Cavill,Gal Gadot",25.9,Very High,0.0,Very Low
105,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.","Adventure,Comedy,Science Fiction,Family",1985,"clock tower,car race,terrorist,delorean,lightning,guitar,plutonium,sports car,inventor,journey in the past,time travel,race against time,partner,misfit,mad scientist,fish out of water,teenage love,destiny,hidden identity,odd couple,escapade,disorder,chases and races,love and romance,teenage life,misfit partners,changing the past or future,getting home,inventions and discoveries",Robert Zemeckis,"Michael J. Fox,Christopher Lloyd,Lea Thompson",25.8,Very High,8.0,Very High
286217,en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.","Drama,Adventure,Science Fiction",2015,"based on novel,mars,nasa,isolation,botanist,stranded,spaceship,space,engineering,survival,astronaut,science,deep space explorer,duringcreditsstinger,battle for survival",Ridley Scott,"Matt Damon,Jessica Chastain,Kristen Wiig",25.6,Very High,7.6,Very High
12,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","Animation,Family",2003,"father son relationship,harbor,underwater,fish tank,great barrier reef,missing child,aftercreditsstinger,duringcreditsstinger,short term memory loss,clownfish,father son reunion,protective father",Andrew Stanton,"Albert Brooks,Ellen DeGeneres,Alexander Gould",25.5,Very High,7.6,Very High
339967,en,Colossal,A woman discovers that severe catastrophic events are somehow connected to the mental breakdown from which she's suffering.,"Action,Comedy,Drama,Fantasy,Science Fiction",2017,"bar,monster,mental breakdown,seoul,alcoholic,psychotic,catastrophe,childhood friend",Nacho Vigalondo,"Anne Hathaway,Jason Sudeikis,Tim Blake Nelson",25.4,Very High,6.2,Average
24,en,Kill Bill: Vol. 1,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.","Action,Crime",2003,"japan,coma,martial arts,kung fu,underworld,yakuza,sword,bride,revenge,gore,female yakuza,blood,wedding,samurai sword,part animation",Quentin Tarantino,"Uma Thurman,Lucy Liu,Vivica A. Fox",25.3,Very High,7.7,Very High
238615,en,Self/less,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,"Science Fiction,Mystery,Thriller",2015,"lie,immortality,terminal illness,laboratory,cancer,doctor,body-swap,death,rich,false memory,soul transference,rich man,mind transfer,host body,body snatching,eternal",Tarsem Singh,"Ryan Reynolds,Ben Kingsley,Natalie Martinez",25.3,Very High,6.3,Average
101299,en,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.","Adventure,Action,Science Fiction",2013,"competition,based on novel,mentor,secret,factory,television,propaganda,future,dystopia,alliance,games,president,uprising,sequel,murder,survival,conspiracy,rebellion,blood,female protagonist,tournament,explosion,danger,imax,winner,based on young adult novel",Francis Lawrence,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth",25.3,Very High,7.4,Very High
109439,en,The Hangover Part III,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",Comedy,2013,"sequel,hangover",Todd Phillips,"Bradley Cooper,Ed Helms,Zach Galifianakis",25.1,Very High,6.0,Average
12445,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.","Family,Fantasy,Adventure",2011,"self sacrifice,magic,frog,sorcerer,school,wizard,3d",David Yates,"Daniel Radcliffe,Rupert Grint,Emma Watson",25.0,Very High,7.9,Very High
347882,en,Sleight,"A young street magician is left to take care of his little sister after his mother's passing and turns to drug dealing in the Los Angeles party scene to keep a roof over their heads. When he gets into trouble with his supplier, his sister is kidnapped and he is forced to rely on both his sleight of hand and brilliant mind to save her.","Drama,Thriller,Action,Science Fiction",2017,"mother,kidnapping,drug dealer,magic,sister,los angeles,dead mother,death,young,street",J.D. Dillard,"Jacob Latimore,Seychelle Gabriel,Sasheer Zamata",24.9,Very High,5.8,Average
374430,en,Black Mirror: White Christmas,"This feature-length special consists of three interwoven stories. In a mysterious and remote snowy outpost, Matt and Potter share a Christmas meal, swapping creepy tales of their earlier lives in the outside world. Matt is a charismatic American trying to bring the reserved, secretive Potter out of his shell. But are both men who they appear to be? A woman gets thrust into a nightmarish world of 'smart' gadgetry. Plus a look at what would happen if you could 'block' people in real life.","Drama,Horror,Mystery,Science Fiction,Thriller,TV Movie",2014,"artificial intelligence,confession,technology,murder,justice,tv episode",Carl Tibbetts,"Jon Hamm,Rafe Spall",24.9,Very High,8.3,Very High
674,en,Harry Potter and the Goblet of Fire,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.","Adventure,Fantasy,Family",2005,"magic,dying and death,broom,sorcerer's apprentice,school of witchcraft,chosen one,black magic,boarding school,vision,tournament,teenager,wizard,teenage hero,based on young adult novel",Mike Newell,"Daniel Radcliffe,Rupert Grint,Emma Watson",24.9,Very High,7.5,Very High
206647,en,Spectre,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.","Action,Adventure,Crime",2015,"spy,based on novel,secret agent,sequel,mi6,british secret service,united kingdom",Sam Mendes,"Daniel Craig,Christoph Waltz,Léa Seydoux",24.9,Very High,6.3,Average
93456,en,Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,"Animation,Comedy,Family",2013,"secret agent,bakery,falling in love,father daughter relationship,duringcreditsstinger,first date,minions,3d",Pierre Coffin,"Steve Carell,Kristen Wiig,Benjamin Bratt",24.8,Very High,7.0,High
382614,en,The Book of Henry,"Naomi Watts stars as Susan, a single mother of two, working as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands in this imaginative and emotional drama.","Thriller,Drama,Crime",2017,"suicide,single mother,boy genius,mother son relationship,seizure",Colin Trevorrow,"Naomi Watts,Jaeden Lieberher,Jacob Tremblay",24.6,Very High,7.6,Very High
136835,en,No Good Deed,"Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.","Crime,Thriller",2014,"sadistic,hostage,sociopath,serial killer,blood,escaped convict,murderer,home invasion,killer,deadly,escaped killer",Sam Miller,"Idris Elba,Taraji P. Henson,Leslie Bibb",24.6,Very High,5.6,Low
11187,en,Child's Play 3,"It's been eight years since the events in the second film, we now see that Andy is a teenager who has been enrolled in a military school. Play Pals Toy Company decides to re-release its Good Guys line, feeling that after all this time, the bad publicity has died down. As they re-used old materials, the spirit of Charles Lee Ray once again comes to life.","Thriller,Horror,Action",1991,"recruit,puppet,killer doll,serial killer,military academy,killer toys,toy comes to life,war games",Jack Bender,"Justin Whalin,Perrey Reeves,Jeremy Sylvers",24.5,Very High,5.5,Low
14564,en,Rings,"Julia becomes worried about her boyfriend, Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",Horror,2017,"hallucination,investigation,drama,sequel,suspense,curse,vhs,death,maggot,supernatural horror,seven days,video tape",F. Javier Gutiérrez,"Matilda Anna Ingrid Lutz,Alex Roe,Johnny Galecki",24.5,Very High,4.8,Very Low
258230,en,A Monster Calls,A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,"Drama,Fantasy",2016,"based on novel,monster,dream,grandmother grandson relationship,artist,nightmare,tree,boy,truth,terminal illness,bullying,bully,disease,death of mother,grandmother,imagination,child,animated sequences",Juan Antonio Bayona,"Lewis MacDougall,Sigourney Weaver,Felicity Jones",24.5,Very High,6.8,High
397422,en,Rough Night,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most.","Drama,Comedy",2017,"miami,dark comedy,male stripper,bachelorette party",Lucia Aniello,"Scarlett Johansson,Jillian Bell,Kate McKinnon",24.3,Very High,5.6,Low
428449,en,A Ghost Story,"Recently deceased, a white-sheeted ghost returns to his suburban home to console his bereft wife, only to find that in his spectral state he has become unstuck in time, forced to watch passively as the life he knew and the woman he loves slowly slip away.","Drama,Fantasy,Romance",2017,"house,party,children,long take,construction,ghost,piano",David Lowery,"Casey Affleck,Rooney Mara,Will Oldham",24.3,Very High,6.8,High
18,en,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","Adventure,Fantasy,Action,Thriller,Science Fiction",1997,"clone,taxi,cyborg,egypt,future,stowaway,space travel,race against time,arms dealer,love,alien,priest,end of the world,good vs evil,shootout,police chase,cab driver,new york city,space opera,military,opera singer,resort hotel,ancient astronaut,archeologist,ancient evil,cruise liner",Luc Besson,"Bruce Willis,Gary Oldman,Ian Holm",24.3,Very High,7.3,Very High
109445,en,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.","Animation,Adventure,Family",2013,"queen,musical,princess,betrayal,snowman,animation,reindeer,curse,snow,troll,mountain climber,aftercreditsstinger,woman director,3d",Chris Buck,"Kristen Bell,Idina Menzel,Jonathan Groff",24.2,Very High,7.3,Very High
404733,en,Overdrive,"Master car thieves square off against French gangsters in the South of France with money, women and lives all on the line.","Thriller,Action",2017,,Antonio Negret,"Scott Eastwood,Freddie Thorp,Ana de Armas",24.1,Very High,6.2,Average
38365,en,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",Comedy,2010,"overweight,swing,foot,convertible,arrow",Dennis Dugan,"Adam Sandler,Salma Hayek,Maria Bello",24.0,Very High,6.0,Average
40096,pt,O Auto da Compadecida,"The lively João Grilo and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small Northeast Brazil town. But when they die, they have to be judged by Christ, the Devil and the Virgin Mary, before they are admitted to paradise.","Adventure,Comedy,Drama",2000,"brazilian,comedy",Guel Arraes,"Matheus Nachtergaele,Selton Mello,Lima Duarte",24.0,Very High,8.2,Very High
150540,en,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.","Drama,Comedy,Animation,Family",2015,"dream,cartoon,imaginary friend,animation,family,moving,kids,unicorn,duringcreditsstinger,3d,emotions",Pete Docter,"Amy Poehler,Phyllis Smith,Richard Kind",24.0,Very High,7.9,Very High
564,en,The Mummy,"Dashing legionnaire Rick O'Connell and his companion, Beni stumble upon the hidden ruins of Hamunaptra while in the midst of a battle in 1923, 3,000 years after Imhotep has suffered a fate worse than death – his body will remain undead for all eternity as a punishment for a forbidden love.","Adventure,Action,Fantasy",1999,"library,secret passage,cairo,egypt,pastor,pyramid,sandstorm,solar eclipse,mummy,foreign legion,nile,secret society,treasure hunt,remake,ancient egypt,opposites attract,1920s",Stephen Sommers,"Brendan Fraser,Rachel Weisz,John Hannah",24.0,Very High,6.6,High
18785,en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",Comedy,2009,"underwear,tiger,stag night,hangover,lost weekend,bag over head,chapel,hit with tire iron,memory loss,las vegas,duringcreditsstinger,elevator",Todd Phillips,"Bradley Cooper,Ed Helms,Zach Galifianakis",23.9,Very High,7.2,Very High
68721,en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.","Action,Adventure,Science Fiction",2013,"terrorist,war on terror,tennessee,malibu,marvel comic,superhero,based on comic,tony stark,iron man,aftercreditsstinger,marvel cinematic universe,mandarin,3d,war machine,iron patriot,extremis",Shane Black,"Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle",23.7,Very High,6.8,High
8840,en,DragonHeart,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",Fantasy,1996,"magic,kingdom,despot,immortality,village,forest,army,horror,partner,revenge,knight,battle,medieval,dragonheart",Rob Cohen,"Dennis Quaid,David Thewlis,Pete Postlethwaite",23.6,Very High,6.4,High
176,en,Saw,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...","Horror,Mystery,Crime",2004,"shotgun,based on short film,sadist,pistol,chained,bludgeoning,game of death",James Wan,"Cary Elwes,Danny Glover,Monica Potter",23.5,Very High,7.2,Very High
281957,en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.","Western,Drama,Adventure,Thriller",2015,"father son relationship,rape,based on novel,mountain,winter,grizzly bear,wilderness,frontier,revenge,murder,native american,survival,bear,snow,violence,animal death,bear attack,death of son,based on true events,fur trapper",Alejandro González Iñárritu,"Leonardo DiCaprio,Tom Hardy,Will Poulter",23.5,Very High,7.3,Very High
348,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","Horror,Action,Thriller,Science Fiction",1979,"android,countdown,space marine,space suit,beheading,dystopia,biology,cowardice,spaceship,space,alien,female protagonist,outer space,parasite,h. r. giger,xenomorph",Ridley Scott,"Tom Skerritt,Sigourney Weaver,Veronica Cartwright",23.4,Very High,7.9,Very High
